NUMBER_OF_SALES,TOTAL_REVENUE,NUMBER_OF_UNIT_SOLD,PURCHASE_DATE,MONTH_ID,DAY_OF_WEEK,STORE_LOCATION,PRODUCT_CATEGORY,PRODUCT_DETAIL,PRODUCT_TYPE
7,66.00,22,2023-04-24,202304,Mon,Astoria,Coffee,Brazilian Rg,Organic brewed coffee
10,61.60,28,2023-04-24,202304,Mon,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee
5,30.80,14,2023-04-24,202304,Mon,Lower Manhattan,Coffee,Ethiopia Sm,Gourmet brewed coffee
7,102.00,34,2023-04-24,202304,Mon,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
9,97.50,26,2023-04-24,202304,Mon,Astoria,Coffee,Latte,Barista Espresso
6,50.00,20,2023-04-24,202304,Mon,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea
7,62.00,20,2023-04-24,202304,Mon,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
6,54.00,18,2023-04-24,202304,Mon,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea
6,40.00,16,2023-04-24,202304,Mon,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea
11,84.00,28,2023-04-24,202304,Mon,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
5,35.00,10,2023-04-24,202304,Mon,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti
7,54.00,18,2023-04-24,202304,Mon,Astoria,Tea,Earl Grey Lg,Brewed Black tea
8,60.00,16,2023-04-24,202304,Mon,Astoria,Bakery,Chocolate Croissant,Pastry
3,21.00,6,2023-04-24,202304,Mon,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti
3,17.60,8,2023-04-24,202304,Mon,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee
4,45.00,12,2023-04-24,202304,Mon,Hell's Kitchen,Coffee,Latte,Barista Espresso
8,86.80,28,2023-04-24,202304,Mon,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
6,66.00,22,2023-04-24,202304,Mon,Lower Manhattan,Coffee,Espresso shot,Barista Espresso
8,22.40,28,2023-04-24,202304,Mon,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
1,17.90,2,2023-04-24,202304,Mon,Lower Manhattan,Loose Tea,Lemon Grass,Herbal tea
7,70.00,20,2023-04-24,202304,Mon,Astoria,Coffee,Brazilian Lg,Organic brewed coffee
3,24.00,8,2023-04-24,202304,Mon,Hell's Kitchen,Coffee,Ethiopia Rg,Gourmet brewed coffee
5,35.20,16,2023-04-24,202304,Mon,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee
6,54.00,18,2023-04-24,202304,Mon,Astoria,Tea,Peppermint Lg,Brewed herbal tea
3,21.00,6,2023-04-24,202304,Mon,Hell's Kitchen,Bakery,Croissant,Pastry
8,105.00,28,2023-04-24,202304,Mon,Astoria,Coffee,Cappuccino,Barista Espresso
3,42.50,10,2023-04-24,202304,Mon,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso
2,18.00,4,2023-04-24,202304,Mon,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone
1,42.00,2,2023-04-24,202304,Mon,Lower Manhattan,Coffee beans,Ethiopia,Gourmet Beans
8,55.00,22,2023-04-24,202304,Mon,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
5,55.80,18,2023-04-24,202304,Mon,Lower Manhattan,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
6,45.00,12,2023-04-24,202304,Mon,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
6,66.00,22,2023-04-24,202304,Mon,Astoria,Tea,English Breakfast Lg,Brewed Black tea
5,12.80,16,2023-04-24,202304,Mon,Lower Manhattan,Flavours,Hazelnut syrup,Regular syrup
5,32.50,10,2023-04-24,202304,Mon,Lower Manhattan,Bakery,Cranberry Scone,Scone
6,80.00,20,2023-04-24,202304,Mon,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
8,91.00,26,2023-04-24,202304,Mon,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee
3,30.00,10,2023-04-24,202304,Mon,Lower Manhattan,Tea,Traditional Blend Chai Lg,Brewed Chai tea
5,50.00,20,2023-04-24,202304,Mon,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea
1,29.50,2,2023-04-24,202304,Mon,Hell's Kitchen,Coffee beans,Espresso Roast,Espresso Beans
7,95.00,20,2023-04-24,202304,Mon,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
5,49.00,14,2023-04-24,202304,Mon,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee
1,39.50,2,2023-04-24,202304,Mon,Hell's Kitchen,Coffee beans,Jamacian Coffee River,Premium Beans
3,30.00,10,2023-04-24,202304,Mon,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea
3,38.00,8,2023-04-24,202304,Mon,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
1,20.00,2,2023-04-24,202304,Mon,Hell's Kitchen,Coffee beans,Guatemalan Sustainably Grown,Green beans
2,13.00,4,2023-04-24,202304,Mon,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti
3,15.00,6,2023-04-24,202304,Mon,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
1,42.00,2,2023-04-24,202304,Mon,Hell's Kitchen,Coffee beans,Ethiopia,Gourmet Beans
2,37.00,4,2023-04-24,202304,Mon,Hell's Kitchen,Loose Tea,Serenity Green Tea,Green tea
1,28.00,2,2023-04-24,202304,Mon,Lower Manhattan,Branded,I Need My Bean! Latte cup,Housewares
4,16.00,8,2023-04-24,202304,Mon,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee
1,17.90,2,2023-04-24,202304,Mon,Lower Manhattan,Loose Tea,Peppermint,Herbal tea
4,24.00,8,2023-04-24,202304,Mon,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea
4,51.00,12,2023-04-24,202304,Mon,Astoria,Coffee,Latte Rg,Barista Espresso
2,22.50,6,2023-04-24,202304,Mon,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
4,28.00,8,2023-04-24,202304,Mon,Astoria,Bakery,Chocolate Chip Biscotti,Biscotti
5,40.00,16,2023-04-24,202304,Mon,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
5,55.00,22,2023-04-24,202304,Mon,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea
4,35.00,14,2023-04-24,202304,Mon,Astoria,Tea,Earl Grey Rg,Brewed Black tea
1,17.90,2,2023-04-24,202304,Mon,Lower Manhattan,Loose Tea,Earl Grey,Black tea
9,91.00,26,2023-04-24,202304,Mon,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate
2,14.00,4,2023-04-24,202304,Mon,Astoria,Bakery,Croissant,Pastry
3,25.00,10,2023-04-24,202304,Mon,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea
3,30.00,12,2023-04-24,202304,Mon,Astoria,Tea,English Breakfast Rg,Brewed Black tea
1,3.20,4,2023-04-24,202304,Mon,Hell's Kitchen,Flavours,Chocolate syrup,Regular syrup
3,68.00,16,2023-04-24,202304,Mon,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso
1,30.00,2,2023-04-24,202304,Mon,Hell's Kitchen,Coffee beans,Columbian Medium Roast,Gourmet Beans
1,6.50,2,2023-04-24,202304,Mon,Astoria,Bakery,Hazelnut Biscotti,Biscotti
1,18.50,2,2023-04-24,202304,Mon,Lower Manhattan,Loose Tea,Serenity Green Tea,Green tea
1,10.00,4,2023-04-24,202304,Mon,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea
3,32.00,8,2023-04-24,202304,Mon,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
11,106.20,42,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Ouro Brasileiro shot,Barista Espresso
5,54.00,18,2023-04-25,202304,Tue,Lower Manhattan,Tea,Traditional Blend Chai Lg,Brewed Chai tea
3,18.00,6,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Espresso shot,Barista Espresso
6,16.00,20,2023-04-25,202304,Tue,Lower Manhattan,Flavours,Sugar Free Vanilla syrup,Sugar free syrup
8,83.60,38,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Ethiopia Sm,Gourmet brewed coffee
2,15.00,6,2023-04-25,202304,Tue,Lower Manhattan,Tea,Peppermint Rg,Brewed herbal tea
3,56.00,14,2023-04-25,202304,Tue,Lower Manhattan,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
3,36.00,12,2023-04-25,202304,Tue,Lower Manhattan,Tea,Serenity Green Tea Lg,Brewed Green tea
9,142.50,38,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Latte,Barista Espresso
7,12.80,16,2023-04-25,202304,Tue,Lower Manhattan,Flavours,Carmel syrup,Regular syrup
7,135.00,30,2023-04-25,202304,Tue,Lower Manhattan,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
8,60.00,16,2023-04-25,202304,Tue,Hell's Kitchen,Bakery,Chocolate Croissant,Pastry
7,85.00,34,2023-04-25,202304,Tue,Lower Manhattan,Tea,Earl Grey Rg,Brewed Black tea
1,20.00,2,2023-04-25,202304,Tue,Lower Manhattan,Coffee beans,Guatemalan Sustainably Grown,Green beans
7,78.00,26,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Lemon Grass Lg,Brewed herbal tea
12,125.00,50,2023-04-25,202304,Tue,Lower Manhattan,Tea,Serenity Green Tea Rg,Brewed Green tea
2,37.50,10,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
5,44.10,18,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
5,72.00,24,2023-04-25,202304,Tue,Lower Manhattan,Tea,Lemon Grass Lg,Brewed herbal tea
6,84.00,24,2023-04-25,202304,Tue,Lower Manhattan,Drinking Chocolate,Dark chocolate Rg,Hot chocolate
6,64.00,16,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
8,80.00,32,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
7,42.00,14,2023-04-25,202304,Tue,Lower Manhattan,Bakery,Oatmeal Scone,Scone
6,48.40,22,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Brazilian Sm,Organic brewed coffee
7,66.00,30,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Brazilian Sm,Organic brewed coffee
5,35.00,14,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Lemon Grass Rg,Brewed herbal tea
3,34.00,8,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Latte Rg,Barista Espresso
5,14.40,18,2023-04-25,202304,Tue,Lower Manhattan,Flavours,Chocolate syrup,Regular syrup
8,97.50,26,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Cappuccino,Barista Espresso
1,17.90,2,2023-04-25,202304,Tue,Lower Manhattan,Loose Tea,English Breakfast,Black tea
6,75.00,20,2023-04-25,202304,Tue,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
5,70.00,20,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Brazilian Lg,Organic brewed coffee
4,51.00,12,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Cappuccino Lg,Barista Espresso
3,16.00,8,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Our Old Time Diner Blend Sm,Drip coffee
6,42.00,14,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Peppermint Lg,Brewed herbal tea
5,35.00,10,2023-04-25,202304,Tue,Hell's Kitchen,Bakery,Ginger Biscotti,Biscotti
4,37.50,10,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Latte,Barista Espresso
4,30.00,12,2023-04-25,202304,Tue,Hell's Kitchen,Tea,English Breakfast Rg,Brewed Black tea
7,82.50,22,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
7,72.00,24,2023-04-25,202304,Tue,Astoria,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
8,50.00,20,2023-04-25,202304,Tue,Astoria,Tea,Earl Grey Rg,Brewed Black tea
6,54.00,12,2023-04-25,202304,Tue,Hell's Kitchen,Bakery,Scottish Cream Scone ,Scone
1,17.90,2,2023-04-25,202304,Tue,Hell's Kitchen,Loose Tea,Earl Grey,Black tea
6,77.00,22,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Brazilian Lg,Organic brewed coffee
8,72.00,24,2023-04-25,202304,Tue,Astoria,Coffee,Espresso shot,Barista Espresso
6,50.00,20,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Our Old Time Diner Blend Rg,Drip coffee
6,45.00,12,2023-04-25,202304,Tue,Hell's Kitchen,Bakery,Jumbo Savory Scone,Scone
10,67.20,24,2023-04-25,202304,Tue,Lower Manhattan,Bakery,Ginger Scone,Scone
7,52.50,14,2023-04-25,202304,Tue,Lower Manhattan,Bakery,Jumbo Savory Scone,Scone
1,18.50,2,2023-04-25,202304,Tue,Lower Manhattan,Loose Tea,Serenity Green Tea,Green tea
4,54.00,18,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Brazilian Rg,Organic brewed coffee
4,36.00,12,2023-04-25,202304,Tue,Astoria,Tea,Earl Grey Lg,Brewed Black tea
5,12.80,16,2023-04-25,202304,Tue,Hell's Kitchen,Flavours,Hazelnut syrup,Regular syrup
7,66.00,22,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Brazilian Rg,Organic brewed coffee
8,77.00,22,2023-04-25,202304,Tue,Astoria,Coffee,Brazilian Lg,Organic brewed coffee
9,90.00,24,2023-04-25,202304,Tue,Astoria,Coffee,Latte,Barista Espresso
4,30.00,8,2023-04-25,202304,Tue,Astoria,Bakery,Almond Croissant,Pastry
8,70.00,20,2023-04-25,202304,Tue,Astoria,Drinking Chocolate,Dark chocolate Rg,Hot chocolate
9,61.80,26,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Ouro Brasileiro shot,Barista Espresso
7,58.50,18,2023-04-25,202304,Tue,Hell's Kitchen,Bakery,Ginger Scone,Scone
7,55.00,22,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Serenity Green Tea Rg,Brewed Green tea
7,48.00,16,2023-04-25,202304,Tue,Astoria,Tea,English Breakfast Lg,Brewed Black tea
2,14.00,4,2023-04-25,202304,Tue,Astoria,Bakery,Chocolate Chip Biscotti,Biscotti
11,85.00,34,2023-04-25,202304,Tue,Astoria,Tea,Peppermint Rg,Brewed herbal tea
6,66.30,26,2023-04-25,202304,Tue,Lower Manhattan,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
4,42.00,12,2023-04-25,202304,Tue,Hell's Kitchen,Drinking Chocolate,Dark chocolate Rg,Hot chocolate
3,21.00,6,2023-04-25,202304,Tue,Hell's Kitchen,Bakery,Chocolate Chip Biscotti,Biscotti
7,82.50,22,2023-04-25,202304,Tue,Astoria,Coffee,Cappuccino,Barista Espresso
3,51.00,12,2023-04-25,202304,Tue,Astoria,Coffee,Cappuccino Lg,Barista Espresso
10,126.00,42,2023-04-25,202304,Tue,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea
8,108.00,36,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Ethiopia Rg,Gourmet brewed coffee
5,37.50,10,2023-04-25,202304,Tue,Lower Manhattan,Bakery,Chocolate Croissant,Pastry
2,81.80,4,2023-04-25,202304,Tue,Lower Manhattan,Coffee beans,Primo Espresso Roast,Espresso Beans
7,60.00,20,2023-04-25,202304,Tue,Astoria,Tea,Lemon Grass Lg,Brewed herbal tea
5,32.50,10,2023-04-25,202304,Tue,Hell's Kitchen,Bakery,Hazelnut Biscotti,Biscotti
8,17.60,22,2023-04-25,202304,Tue,Lower Manhattan,Flavours,Hazelnut syrup,Regular syrup
5,49.00,14,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Ethiopia Lg,Gourmet brewed coffee
2,14.00,4,2023-04-25,202304,Tue,Lower Manhattan,Bakery,Croissant,Pastry
2,15.00,4,2023-04-25,202304,Tue,Hell's Kitchen,Bakery,Almond Croissant,Pastry
7,66.00,22,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Espresso shot,Barista Espresso
5,76.50,18,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Latte Rg,Barista Espresso
8,78.00,26,2023-04-25,202304,Tue,Astoria,Coffee,Ethiopia Rg,Gourmet brewed coffee
14,92.40,42,2023-04-25,202304,Tue,Astoria,Coffee,Ethiopia Sm,Gourmet brewed coffee
8,55.00,22,2023-04-25,202304,Tue,Astoria,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
7,85.00,34,2023-04-25,202304,Tue,Lower Manhattan,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
5,54.00,18,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Traditional Blend Chai Lg,Brewed Chai tea
6,45.00,18,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Columbian Medium Roast Rg,Gourmet brewed coffee
8,60.00,24,2023-04-25,202304,Tue,Astoria,Tea,English Breakfast Rg,Brewed Black tea
10,60.00,30,2023-04-25,202304,Tue,Astoria,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
4,36.00,12,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Our Old Time Diner Blend Lg,Drip coffee
3,24.00,8,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Ethiopia Rg,Gourmet brewed coffee
7,55.80,18,2023-04-25,202304,Tue,Astoria,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
5,30.00,10,2023-04-25,202304,Tue,Astoria,Bakery,Oatmeal Scone,Scone
3,45.00,10,2023-04-25,202304,Tue,Hell's Kitchen,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
7,66.00,22,2023-04-25,202304,Tue,Astoria,Tea,Serenity Green Tea Lg,Brewed Green tea
6,45.00,18,2023-04-25,202304,Tue,Lower Manhattan,Tea,Lemon Grass Rg,Brewed herbal tea
5,34.30,14,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
10,117.00,26,2023-04-25,202304,Tue,Astoria,Drinking Chocolate,Dark chocolate Lg,Hot chocolate
2,112.00,4,2023-04-25,202304,Tue,Lower Manhattan,Branded,I Need My Bean! T-shirt,Clothing
4,34.30,14,2023-04-25,202304,Tue,Astoria,Coffee,Jamaican Coffee River Sm,Premium brewed coffee
5,40.00,16,2023-04-25,202304,Tue,Lower Manhattan,Tea,Traditional Blend Chai Rg,Brewed Chai tea
1,15.00,6,2023-04-25,202304,Tue,Lower Manhattan,Tea,English Breakfast Rg,Brewed Black tea
1,17.90,2,2023-04-25,202304,Tue,Hell's Kitchen,Loose Tea,Traditional Blend Chai,Chai tea
4,43.40,14,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
1,1.60,2,2023-04-25,202304,Tue,Hell's Kitchen,Flavours,Carmel syrup,Regular syrup
3,30.00,12,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Our Old Time Diner Blend Rg,Drip coffee
2,31.00,10,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
5,35.70,14,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
9,90.00,30,2023-04-25,202304,Tue,Astoria,Tea,Peppermint Lg,Brewed herbal tea
4,60.00,20,2023-04-25,202304,Tue,Lower Manhattan,Tea,English Breakfast Lg,Brewed Black tea
6,52.00,26,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
6,50.00,20,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Traditional Blend Chai Rg,Brewed Chai tea
6,39.00,12,2023-04-25,202304,Tue,Astoria,Bakery,Cranberry Scone,Scone
3,28.00,8,2023-04-25,202304,Tue,Astoria,Coffee,Ethiopia Lg,Gourmet brewed coffee
5,40.00,16,2023-04-25,202304,Tue,Astoria,Tea,Lemon Grass Rg,Brewed herbal tea
7,104.50,22,2023-04-25,202304,Tue,Hell's Kitchen,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
1,12.00,4,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Earl Grey Lg,Brewed Black tea
8,84.00,28,2023-04-25,202304,Tue,Astoria,Coffee,Our Old Time Diner Blend Lg,Drip coffee
5,30.00,12,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
3,51.00,12,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Cappuccino Lg,Barista Espresso
1,17.90,2,2023-04-25,202304,Tue,Hell's Kitchen,Loose Tea,Peppermint,Herbal tea
3,30.00,10,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Our Old Time Diner Blend Lg,Drip coffee
3,12.00,6,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Our Old Time Diner Blend Sm,Drip coffee
3,20.00,8,2023-04-25,202304,Tue,Astoria,Tea,Traditional Blend Chai Rg,Brewed Chai tea
3,20.00,8,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Earl Grey Rg,Brewed Black tea
4,54.00,18,2023-04-25,202304,Tue,Lower Manhattan,Tea,Earl Grey Lg,Brewed Black tea
1,4.00,2,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Columbian Medium Roast Sm,Gourmet brewed coffee
6,54.00,18,2023-04-25,202304,Tue,Astoria,Tea,Traditional Blend Chai Lg,Brewed Chai tea
2,13.00,4,2023-04-25,202304,Tue,Lower Manhattan,Bakery,Cranberry Scone,Scone
1,12.80,2,2023-04-25,202304,Tue,Hell's Kitchen,Packaged Chocolate,Dark chocolate,Drinking Chocolate
6,35.20,16,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Ethiopia Sm,Gourmet brewed coffee
5,90.00,24,2023-04-25,202304,Tue,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
2,13.00,4,2023-04-25,202304,Tue,Astoria,Bakery,Hazelnut Biscotti,Biscotti
9,48.00,24,2023-04-25,202304,Tue,Astoria,Coffee,Our Old Time Diner Blend Sm,Drip coffee
2,20.40,8,2023-04-25,202304,Tue,Astoria,Tea,Spicy Eye Opener Chai Rg,Brewed Chai tea
3,22.50,6,2023-04-25,202304,Tue,Lower Manhattan,Bakery,Almond Croissant,Pastry
7,50.00,20,2023-04-25,202304,Tue,Astoria,Tea,Morning Sunrise Chai Rg,Brewed Chai tea
6,40.00,16,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Peppermint Rg,Brewed herbal tea
3,19.50,6,2023-04-25,202304,Tue,Lower Manhattan,Bakery,Hazelnut Biscotti,Biscotti
5,76.00,16,2023-04-25,202304,Tue,Astoria,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
3,24.00,8,2023-04-25,202304,Tue,Hell's Kitchen,Tea,Serenity Green Tea Lg,Brewed Green tea
1,45.00,2,2023-04-25,202304,Tue,Lower Manhattan,Coffee beans,Organic Decaf Blend,Organic Beans
4,36.00,8,2023-04-25,202304,Tue,Lower Manhattan,Bakery,Scottish Cream Scone ,Scone
2,14.00,4,2023-04-25,202304,Tue,Hell's Kitchen,Bakery,Croissant,Pastry
7,49.00,14,2023-04-25,202304,Tue,Astoria,Bakery,Croissant,Pastry
1,12.80,2,2023-04-25,202304,Tue,Lower Manhattan,Packaged Chocolate,Dark chocolate,Drinking Chocolate
2,18.60,6,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Jamaican Coffee River Rg,Premium brewed coffee
1,30.00,2,2023-04-25,202304,Tue,Hell's Kitchen,Coffee beans,Columbian Medium Roast,Gourmet Beans
1,17.90,2,2023-04-25,202304,Tue,Hell's Kitchen,Loose Tea,Lemon Grass,Herbal tea
8,86.80,28,2023-04-25,202304,Tue,Lower Manhattan,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
2,15.00,6,2023-04-25,202304,Tue,Astoria,Tea,Serenity Green Tea Rg,Brewed Green tea
7,60.00,20,2023-04-25,202304,Tue,Astoria,Coffee,Brazilian Rg,Organic brewed coffee
8,75.00,20,2023-04-25,202304,Tue,Astoria,Drinking Chocolate,Sustainably Grown Organic Rg,Hot chocolate
6,68.20,22,2023-04-25,202304,Tue,Astoria,Tea,Spicy Eye Opener Chai Lg,Brewed Chai tea
2,25.50,6,2023-04-25,202304,Tue,Astoria,Coffee,Latte Rg,Barista Espresso
4,35.00,14,2023-04-25,202304,Tue,Astoria,Coffee,Our Old Time Diner Blend Rg,Drip coffee
3,30.00,10,2023-04-25,202304,Tue,Hell's Kitchen,Tea,English Breakfast Lg,Brewed Black tea
6,75.00,20,2023-04-25,202304,Tue,Astoria,Coffee,Jamaican Coffee River Lg,Premium brewed coffee
5,56.00,14,2023-04-25,202304,Tue,Astoria,Tea,Morning Sunrise Chai Lg,Brewed Chai tea
2,15.00,4,2023-04-25,202304,Tue,Astoria,Bakery,Jumbo Savory Scone,Scone
6,39.60,18,2023-04-25,202304,Tue,Astoria,Coffee,Brazilian Sm,Organic brewed coffee
1,45.00,2,2023-04-25,202304,Tue,Hell's Kitchen,Coffee beans,Organic Decaf Blend,Organic Beans
1,12.00,4,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
1,15.20,2,2023-04-25,202304,Tue,Lower Manhattan,Packaged Chocolate,Sustainably Grown Organic,Organic Chocolate
1,28.00,2,2023-04-25,202304,Tue,Lower Manhattan,Branded,I Need My Bean! Latte cup,Housewares
3,19.50,6,2023-04-25,202304,Tue,Astoria,Bakery,Ginger Scone,Scone
1,7.00,2,2023-04-25,202304,Tue,Lower Manhattan,Bakery,Chocolate Chip Biscotti,Biscotti
2,15.00,4,2023-04-25,202304,Tue,Astoria,Bakery,Chocolate Croissant,Pastry
1,42.00,2,2023-04-25,202304,Tue,Hell's Kitchen,Coffee beans,Ethiopia,Gourmet Beans
1,7.00,2,2023-04-25,202304,Tue,Astoria,Bakery,Ginger Biscotti,Biscotti
2,35.00,10,2023-04-25,202304,Tue,Lower Manhattan,Coffee,Ethiopia Lg,Gourmet brewed coffee
1,18.50,2,2023-04-25,202304,Tue,Hell's Kitchen,Loose Tea,Serenity Green Tea,Green tea
2,79.00,4,2023-04-25,202304,Tue,Hell's Kitchen,Coffee beans,Jamacian Coffee River,Premium Beans
1,39.50,2,2023-04-25,202304,Tue,Lower Manhattan,Coffee beans,Jamacian Coffee River,Premium Beans
2,28.50,6,2023-04-25,202304,Tue,Lower Manhattan,Drinking Chocolate,Sustainably Grown Organic Lg,Hot chocolate
1,17.90,2,2023-04-25,202304,Tue,Hell's Kitchen,Loose Tea,English Breakfast,Black tea
1,9.00,2,2023-04-25,202304,Tue,Astoria,Bakery,Scottish Cream Scone ,Scone
1,12.00,4,2023-04-25,202304,Tue,Hell's Kitchen,Coffee,Columbian Medium Roast Lg,Gourmet brewed coffee
10,126.00,42,2023-04-26,202304,Wed,Lower Manhattan,Tea,Peppermint Lg,Brewed herbal tea
6,55.20,22,2023-04-26,202304,Wed,Lower Manhattan,Coffee,Ouro Brasileiro shot,Barista Espresso
